payment_id,account_id,payment_date,amount,payment_type,or_ar_number,raw_remark
48,Buenaflor1_7,2022-01-22,5000.0,Installment,,
49,Buenaflor1_7,2022-02-21,11000.0,Installment,,
50,Buenaflor1_7,2022-03-31,11000.0,Installment,,
51,Buenaflor1_7,2022-04-29,10000.0,Installment,,
52,Buenaflor1_7,2022-05-17,14000.0,Installment,,
53,Buenaflor1_7,2022-07-02,5000.0,Installment,,
54,Buenaflor1_7,2022-07-30,6000.0,Installment,,
55,Buenaflor1_7,2022-09-06,4000.0,Installment,,
56,Buenaflor1_7,2022-09-23,5600.0,Installment,,
57,Buenaflor1_7,,1500.0,DAS Fee,,DAS
58,Buenaflor1_8,2020-05-19,20000.0,Installment,,
59,Buenaflor1_8,2020-09-21,20000.0,Installment,,
60,Buenaflor1_8,2022-05-12,10000.0,Installment,,
61,Buenaflor1_8,2022-11-15,50000.0,Installment,,
62,Buenaflor1_8,2023-04-05,10000.0,Installment,,
63,Buenaflor1_8,2023-05-31,10000.0,Installment,,
64,Buenaflor1_8,2024-03-08,40000.0,Installment,,
65,Buenaflor1_8,2026-01-23,20000.0,Installment,,
66,Buenaflor1_9,2020-06-03,40000.0,Installment,,
67,Buenaflor1_9,2020-07-02,9600.0,Installment,,
68,Buenaflor1_9,2020-08-01,9600.0,Installment,,
69,Buenaflor1_9,2020-09-07,9600.0,Installment,,
70,Buenaflor1_9,2020-10-07,9600.0,Installment,,
71,Buenaflor1_9,2020-11-13,9600.0,Installment,,
72,Buenaflor1_9,2020-12-23,9600.0,Installment,,
73,Buenaflor1_9,2021-01-21,9600.0,Installment,,
74,Buenaflor1_9,2021-03-05,9600.0,Installment,,
75,Buenaflor1_9,2021-04-09,9600.0,Installment,,
76,Buenaflor1_9,2021-05-20,9600.0,Installment,,
77,Buenaflor1_9,2021-06-30,10600.0,Installment,,
78,Buenaflor1_9,2021-08-13,8600.0,Installment,,
79,Buenaflor1_9,2021-09-10,9600.0,Installment,,
80,Buenaflor1_9,2021-11-22,9600.0,Installment,,
81,Buenaflor1_9,2022-01-25,8000.0,Installment,,
82,Buenaflor1_9,2022-03-15,9600.0,Installment,,
83,Buenaflor1_9,2022-04-18,9600.0,Installment,,
84,Buenaflor1_9,2022-05-18,9600.0,Installment,,
85,Buenaflor1_9,2022-06-21,9600.0,Installment,,
86,Buenaflor1_9,2022-08-01,9600.0,Installment,,
87,Buenaflor1_9,2022-09-19,9600.0,Installment,,
88,Buenaflor1_9,2022-10-22,10000.0,Installment,,
89,Buenaflor1_9,,2600.0,DAS Fee,,DAS
90,Buenaflor1_10,2020-06-15,56161.0,Installment,,
91,Buenaflor1_10,2020-07-01,38400.0,Installment,,
92,Buenaflor1_10,2020-08-31,38404.0,Installment,,
93,Buenaflor1_10,2021-03-01,38404.0,Installment,,
94,Buenaflor1_10,2021-04-29,38400.0,Installment,,
95,Buenaflor1_10,2021-06-29,38400.0,Installment,,
96,Buenaflor1_10,2021-08-24,38400.0,Installment,,
97,Buenaflor1_10,2021-10-30,38400.0,Installment,,
98,Buenaflor1_10,2022-01-03,38400.0,Installment,,
99,Buenaflor1_10,2022-03-02,38400.0,Installment,,
100,Buenaflor1_10,2022-05-04,38400.0,Installment,,
101,Buenaflor1_10,2023-02-06,2500.0,Installment,,
102,Buenaflor1_11,2020-06-30,20000.0,Installment,,
103,Buenaflor1_11,2020-07-29,25000.0,Installment,,
104,Buenaflor1_11,,500.0,DCS Fee,,DCS
105,Buenaflor1_11,2021-08-29,9600.0,Installment,,
106,Buenaflor1_11,2020-09-29,9800.0,Installment,,
107,Buenaflor1_11,2020-10-30,9400.0,Installment,,
108,Buenaflor1_11,2020-11-30,9600.0,Installment,,
109,Buenaflor1_11,2020-12-29,9600.0,Installment,,
110,Buenaflor1_11,2021-01-29,9600.0,Installment,,
111,Buenaflor1_11,2021-03-03,9600.0,Installment,,
112,Buenaflor1_11,2021-03-30,9600.0,Installment,,
113,Buenaflor1_11,2021-04-30,9600.0,Installment,,
114,Buenaflor1_11,2021-06-05,9600.0,Installment,,
115,Buenaflor1_11,2021-07-02,9600.0,Installment,,
116,Buenaflor1_11,2021-07-30,9600.0,Installment,,
117,Buenaflor1_11,2021-08-30,9600.0,Installment,,
118,Buenaflor1_11,2021-10-05,9600.0,Installment,,
119,Buenaflor1_11,2021-10-30,9600.0,Installment,,
120,Buenaflor1_11,2021-11-29,9600.0,Installment,,
121,Buenaflor1_11,2022-01-03,9600.0,Installment,,
122,Buenaflor1_11,2022-01-27,9600.0,Installment,,
123,Buenaflor1_11,2022-02-26,9600.0,Installment,,
124,Buenaflor1_11,2022-03-24,9600.0,Installment,,
125,Buenaflor1_11,2022-05-10,9600.0,Installment,,
126,Buenaflor1_11,2022-06-09,15000.0,Installment,,
127,Buenaflor1_11,2022-07-29,13800.0,Installment,,
128,Buenaflor1_11,,1800.0,DAS Fee,,DAS
129,Buenaflor1_12,2020-06-09,30000.0,Installment,,
130,Buenaflor1_12,2020-06-09,9600.0,Installment,,
131,Buenaflor1_12,2020-07-16,19200.0,Installment,,
132,Buenaflor1_12,2020-10-12,19200.0,Installment,,
133,Buenaflor1_12,2020-11-12,9600.0,Installment,,
134,Buenaflor1_12,2020-12-18,9600.0,Installment,,
135,Buenaflor1_12,2021-01-12,9600.0,Installment,,
136,Buenaflor1_12,2021-02-19,9600.0,Installment,,
137,Buenaflor1_12,2021-03-06,100000.0,Installment,,
138,Buenaflor1_12,,1000.0,DAS Fee,,DAS
139,Buenaflor1_14,2024-04-05,7500.0,Installment,,
140,Buenaflor1_14,2024-05-07,10500.0,Installment,,
141,Buenaflor1_14,2024-07-08,15000.0,Installment,,
142,Buenaflor1_14,2025-02-05,9000.0,Installment,,
143,Buenaflor1_14,2026-03-23,5000.0,Installment,,
144,Buenaflor1_14,2026-08-27,30000.0,Installment,,
145,Buenaflor1_15,2020-07-01,80000.0,Installment,,
146,Buenaflor1_15,2020-08-03,37500.0,Installment,,
147,Buenaflor1_15,2020-09-03,37500.0,Installment,,
148,Buenaflor1_15,2020-10-07,37500.0,Installment,,
149,Buenaflor1_15,2020-11-13,37500.0,Installment,,
150,Buenaflor1_15,2020-12-30,37500.0,Installment,,
151,Buenaflor1_15,2021-01-11,37500.0,Installment,,
152,Buenaflor1_15,2021-03-12,75000.0,Installment,,
153,Buenaflor1_15,2021-05-22,37500.0,Installment,,
154,Buenaflor1_15,2021-07-01,37500.0,Installment,,
155,Buenaflor1_15,2021-08-04,37500.0,Installment,,
156,Buenaflor1_15,2021-11-12,37500.0,Installment,,
157,Buenaflor1_15,2021-12-04,37500.0,Installment,,
158,Buenaflor1_15,2022-01-05,37500.0,Installment,,
159,Buenaflor1_15,2022-02-22,37500.0,Installment,,
160,Buenaflor1_15,2022-08-27,75000.0,Installment,,
161,Buenaflor1_15,2022-09-09,82500.0,Installment,,
162,Buenaflor1_15,,4000.0,DAS Fee,,DAS
163,Buenaflor1_16,2020-06-12,115000.0,Installment,,
164,Buenaflor1_16,2020-07-24,6000.0,Installment,,
165,Buenaflor1_16,2021-01-12,6000.0,Installment,,
166,Buenaflor1_16,2021-02-23,6000.0,Installment,,
167,Buenaflor1_16,2021-05-03,6000.0,Installment,,
168,Buenaflor1_16,2021-05-22,6000.0,Installment,,
169,Buenaflor1_16,2021-11-29,5000.0,Installment,,
170,Buenaflor1_16,2022-05-20,10200.0,Installment,,
171,Buenaflor1_16,,54600.0,Installment,,tina payment
172,Buenaflor1_16,2023-12-20,5400.0,Installment,,
173,Buenaflor1_16,2024-01-22,15000.0,Installment,,
174,Buenaflor1_16,2024-05-04,40000.0,Installment,,
175,Buenaflor1_16,,1000.0,DAS Fee,,DAS
176,Buenaflor1_18,2020-06-11,35000.0,Installment,,
177,Buenaflor1_18,2020-07-23,9600.0,Installment,,
178,Buenaflor1_18,,500.0,DCS Fee,,dcs
179,Buenaflor1_18,2020-08-29,9600.0,Installment,,
180,Buenaflor1_18,2020-11-11,9600.0,Installment,,
181,Buenaflor1_18,2020-12-01,9600.0,Installment,,
182,Buenaflor1_18,2020-12-30,9600.0,Installment,,
183,Buenaflor1_18,2021-02-02,9600.0,Installment,,
184,Buenaflor1_18,2021-03-30,9600.0,Installment,,
185,Buenaflor1_18,2021-05-17,9600.0,Installment,,
186,Buenaflor1_18,2021-06-15,9600.0,Installment,,
187,Buenaflor1_18,2021-07-14,9600.0,Installment,,
188,Buenaflor1_18,2021-09-13,19200.0,Installment,,
189,Buenaflor1_18,2021-11-12,9600.0,Installment,,
190,Buenaflor1_18,2021-12-16,9600.0,Installment,,
191,Buenaflor1_18,2022-02-14,9600.0,Installment,,
192,Buenaflor1_18,2022-04-20,5000.0,Installment,,
193,Buenaflor1_18,2022-05-14,9600.0,Installment,,
194,Buenaflor1_18,2022-06-18,71800.0,Installment,,
195,Buenaflor1_18,,1000.0,DAS Fee,,DAS
196,Buenaflor1_19,2020-07-03,15000.0,Installment,,
197,Buenaflor1_19,2020-08-07,10000.0,Installment,,
198,Buenaflor1_19,2020-09-04,10000.0,Installment,,
199,Buenaflor1_19,2020-12-07,31500.0,Installment,,
200,Buenaflor1_19,2021-02-10,20000.0,Installment,,
201,Buenaflor1_19,2021-04-21,35000.0,Installment,,
202,Buenaflor1_19,2021-06-08,30000.0,Installment,,
203,Buenaflor1_19,2021-08-04,30000.0,Installment,,
204,Buenaflor1_19,2021-10-05,26000.0,Installment,,
205,Buenaflor1_19,2021-12-09,37500.0,Installment,,
206,Buenaflor1_19,,1000.0,DAS Fee,,DAS
207,Buenaflor1_21,2020-07-05,10000.0,Installment,,
208,Buenaflor1_21,,1256.0,DCS Fee,,DCS
209,Buenaflor1_22,2020-09-11,10000.0,Installment,,
210,Buenaflor1_22,2020-11-24,10000.0,Installment,,
211,Buenaflor1_22,2021-02-01,5000.0,Installment,,
212,Buenaflor1_22,2021-05-17,25000.0,Installment,,
213,Buenaflor1_22,2021-11-29,20000.0,Installment,,
214,Buenaflor1_22,2022-01-17,5000.0,Installment,,
215,Buenaflor1_22,2022-07-29,5000.0,Installment,,
216,Buenaflor1_22,2022-09-05,10000.0,Installment,,
217,Buenaflor1_22,2023-09-13,10000.0,Installment,,
218,Buenaflor1_22,2023-12-29,5000.0,Installment,,
219,Buenaflor1_22,2024-01-05,5000.0,Installment,,
220,Buenaflor1_22,2024-11-12,5000.0,Installment,,
221,Buenaflor1_22,2024-11-23,5000.0,Installment,,
222,Buenaflor1_22,2024-12-24,5000.0,Installment,,
223,Buenaflor1_22,2025-01-22,10000.0,Installment,,
224,Buenaflor1_22,2025-01-03,1000.0,Installment,,
225,Buenaflor1_22,2025-01-03,1000.0,Installment,,
226,Buenaflor1_22,2025-02-13,10000.0,Installment,,
227,Buenaflor1_22,2026-05-30,5000.0,Installment,,
228,Buenaflor1_22,2026-07-07,5000.0,Installment,,
229,Buenaflor1_22,2026-08-24,5000.0,Installment,,
230,Buenaflor1_24,2020-06-13,180000.0,Installment,,
231,Buenaflor1_24,2020-06-19,20000.0,Installment,,
232,Buenaflor1_24,2020-08-14,100000.0,Installment,,
233,Buenaflor1_24,2021-04-14,20000.0,Installment,,
234,Buenaflor1_24,2022-11-05,20000.0,Installment,,
235,Buenaflor1_24,2023-01-06,25000.0,Installment,,
236,Buenaflor1_24,2023-03-24,15000.0,Installment,,
237,Buenaflor1_24,2023-05-11,40400.0,Installment,,
238,Buenaflor1_24,,2500.0,DAS Fee,,DAS
239,Buenaflor1_24,,300.0,SPA Fee,,SPA
240,Buenaflor1_25,2023-02-17,10000.0,Installment,,
241,Buenaflor1_25,2023-08-02,69000.0,Installment,,
242,Buenaflor1_25,,2250.0,DAS Fee,,DAS
243,Buenaflor1_26,2021-04-15,30000.0,Installment,,
244,Buenaflor1_26,2021-07-23,15000.0,Installment,,
245,Buenaflor1_26,2021-09-21,10000.0,Installment,,
246,Buenaflor1_26,2021-11-17,20000.0,Installment,,
247,Buenaflor1_26,2022-01-12,25000.0,Installment,,
248,Buenaflor1_26,2022-03-25,20000.0,Installment,,
249,Buenaflor1_26,2022-07-23,74400.0,Installment,,
250,Buenaflor1_27,2021-01-29,75000.0,Installment,,
251,Buenaflor1_27,2021-04-17,5000.0,Installment,,
252,Buenaflor1_27,,1200.0,DAS Fee,,DAS
253,Buenaflor1_28,2022-01-06,30000.0,Installment,,
254,Buenaflor1_28,2022-03-08,10000.0,Installment,,
255,Buenaflor1_28,2022-05-05,10000.0,Installment,,
256,Buenaflor1_28,2022-08-01,12000.0,Installment,,
257,Buenaflor1_29,,1000.0,DAS Fee,,DAS
258,Buenaflor1_30,2020-07-08,40000.0,Installment,,
259,Buenaflor1_30,2020-08-10,9600.0,Installment,,
260,Buenaflor1_30,2020-09-07,9600.0,Installment,,
261,Buenaflor1_30,2020-10-06,19200.0,Installment,,
262,Buenaflor1_30,2020-12-28,19200.0,Installment,,
263,Buenaflor1_30,2021-03-03,15000.0,Installment,,
264,Buenaflor1_30,2021-05-04,14385.0,Installment,,
265,Buenaflor1_30,2021-07-07,19200.0,Installment,,
266,Buenaflor1_30,2021-08-31,9600.0,Installment,,
267,Buenaflor1_30,2021-11-09,9600.0,Installment,,
268,Buenaflor1_30,2022-01-10,19200.0,Installment,,
269,Buenaflor1_30,2022-02-25,19200.0,Installment,,
270,Buenaflor1_30,2022-05-12,38400.0,Installment,,
271,Buenaflor1_30,2022-05-23,9600.0,Installment,,
272,Buenaflor1_30,2022-06-20,9600.0,Installment,,
273,Buenaflor1_30,2022-07-29,9015.0,Installment,,
274,Buenaflor1_30,,2800.0,DAS Fee,,DAS
275,Buenaflor1_34,2020-07-31,5000.0,Installment,,
276,Buenaflor1_35,2020-06-05,15000.0,Installment,,
277,Buenaflor1_35,2020-07-01,10000.0,Installment,,
278,Buenaflor1_35,2020-08-08,10000.0,Installment,,
279,Buenaflor1_35,2020-10-20,8000.0,Installment,,
280,Buenaflor1_35,2021-04-13,-27500.0,Refund,,"REFUNDED - 4/13/2021 - 27,500"
281,Buenaflor1_36,2021-09-07,-4400.0,Refund,,"REFUNDED - 9/7/2021 - 4,400 + DCS 600"
282,Buenaflor1_37,2021-07-08,-2500.0,Refund,,"REFUNDED - 7/8/2021 - 2,500"
283,Buenaflor1_41,,1.0,Installment,,TONOG
284,Buenaflor1_42,2020-08-19,23000.0,Installment,,
285,Buenaflor1_42,,2.0,Installment,,TONOG
286,Buenaflor1_43,2022-07-28,5000.0,Installment,,
287,Buenaflor1_43,2022-11-10,-10000.0,Refund,,"Refund-11/10/2022-10,000"
288,Buenaflor1_44,2020-05-28,12000.0,Installment,,
289,Buenaflor1_44,2020-07-11,9600.0,Installment,,
290,Buenaflor1_44,2020-08-31,9600.0,Installment,,
291,Buenaflor1_44,2020-10-29,9600.0,Installment,,
292,Buenaflor1_44,2020-11-20,9600.0,Installment,,
293,Buenaflor1_44,2020-12-29,9600.0,Installment,,
294,Buenaflor1_44,2021-02-24,9600.0,Installment,,
295,Buenaflor1_44,2021-03-24,19200.0,Installment,,
296,Buenaflor1_44,2021-05-24,9600.0,Installment,,
297,Buenaflor1_44,2021-07-08,20000.0,Installment,,
298,Buenaflor1_44,2021-08-27,10000.0,Installment,,
299,Buenaflor1_44,2021-09-27,9600.0,Installment,,
300,Buenaflor1_45,2020-08-23,25000.0,Installment,,
301,Buenaflor1_45,,500.0,DCS Fee,,dcs
302,Buenaflor1_45,2020-09-21,9600.0,Installment,,
303,Buenaflor1_45,2020-10-24,9600.0,Installment,,
304,Buenaflor1_45,2021-01-11,19200.0,Installment,,
305,Buenaflor1_46,2024-09-09,-10000.0,Refund,,"50% refunded:10,000(9/9/2024)"
306,Buenaflor1_49,2020-06-27,220000.0,Installment,,
307,Buenaflor1_51,2020-05-18,80000.0,Installment,,
308,Buenaflor1_51,2020-06-08,100000.0,Installment,,
309,Buenaflor1_51,2020-06-16,100000.0,Installment,,
310,Buenaflor1_51,2020-06-30,100000.0,Installment,,
311,Buenaflor1_51,2020-07-07,80000.0,Installment,,
312,Buenaflor1_51,,2000.0,DAS Fee,,das
313,Buenaflor1_52,2021-07-17,220000.0,Installment,,
314,Buenaflor1_52,,1000.0,DAS Fee,,DAS
315,Buenaflor1_57,2020-06-22,7500.0,Installment,,
316,Buenaflor1_57,2020-12-28,10000.0,Installment,,
317,Buenaflor2_2,2020-10-07,50000.0,Installment,,
318,Buenaflor2_2,2020-12-08,65000.0,Installment,,
319,Buenaflor2_2,,700.0,DAS Fee,,DAS
320,Buenaflor2_3,2021-01-26,133340.0,Installment,,
321,Buenaflor2_3,,1000.0,DAS Fee,,DAS
322,Buenaflor2_4,2020-09-15,15000.0,Installment,,
323,Buenaflor2_4,2020-10-16,15000.0,Installment,,
324,Buenaflor2_4,2020-11-16,15000.0,Installment,,
325,Buenaflor2_4,2020-12-14,10000.0,Installment,,
326,Buenaflor2_4,2021-01-13,19000.0,Installment,,
327,Buenaflor2_4,2021-03-02,22000.0,Installment,,
328,Buenaflor2_4,2021-04-05,26000.0,Installment,,
329,Buenaflor2_4,,500.0,DAS Fee,,DAS
330,Buenaflor2_5,2020-09-29,65000.0,Installment,,
331,Buenaflor2_5,2020-10-01,30000.0,Installment,,
332,Buenaflor2_5,2021-01-07,370000.0,Installment,,
333,Buenaflor2_6,2020-09-30,30000.0,Installment,,
334,Buenaflor2_6,2021-01-14,15000.0,Installment,,
335,Buenaflor2_6,2021-02-23,15000.0,Installment,,
336,Buenaflor2_6,2021-08-20,15000.0,Installment,,
337,Buenaflor2_6,2021-10-21,15000.0,Installment,,
338,Buenaflor2_6,2022-02-07,15000.0,Installment,,
339,Buenaflor2_6,2022-04-12,10000.0,Installment,,
340,Buenaflor2_6,2022-06-29,15000.0,Installment,,
341,Buenaflor2_6,2022-09-14,13000.0,Installment,,
342,Buenaflor2_6,2022-12-13,1600.0,Installment,,
343,Buenaflor2_6,,500.0,DAS Fee,,DAS
344,Buenaflor2_7,2020-10-19,35000.0,Installment,,
345,Buenaflor2_7,2021-01-04,21600.0,Installment,,
346,Buenaflor2_7,2021-03-31,21600.0,Installment,,
347,Buenaflor2_7,2021-06-04,21600.0,Installment,,
348,Buenaflor2_7,2021-08-07,21600.0,Installment,,
349,Buenaflor2_7,2022-01-08,21600.0,Installment,,
350,Buenaflor2_7,2022-04-21,21600.0,Installment,,
351,Buenaflor2_7,2022-07-27,21600.0,Installment,,
352,Buenaflor2_7,2022-10-25,21600.0,Installment,,
353,Buenaflor2_7,2022-10-25,21600.0,Installment,,
354,Buenaflor2_7,2023-01-03,64800.0,Installment,,
355,Buenaflor2_7,2023-01-25,1000.0,Installment,,
356,Buenaflor2_8,2024-11-25,15000.0,Installment,,
357,Buenaflor2_8,2025-01-30,16000.0,Installment,,
358,Buenaflor2_8,2025-02-27,7000.0,Installment,,
359,Buenaflor2_8,2025-04-29,12000.0,Installment,,
360,Buenaflor2_8,2025-05-30,5000.0,Installment,,
361,Buenaflor2_8,2025-06-30,12000.0,Installment,,
362,Buenaflor2_8,2025-08-26,10000.0,Installment,,
363,Buenaflor2_8,2026-04-28,4000.0,Installment,,
364,Buenaflor2_8,2026-06-23,5000.0,Installment,,
365,Buenaflor2_9,2020-10-16,10800.0,Installment,,
366,Buenaflor2_9,2020-12-15,10800.0,Installment,,
367,Buenaflor2_9,2021-02-11,10800.0,Installment,,
368,Buenaflor2_9,2021-05-21,16200.0,Installment,,
369,Buenaflor2_9,2021-09-24,21600.0,Installment,,
370,Buenaflor2_9,,500.0,DCS Fee,,DCS
371,Buenaflor2_9,2021-12-29,5400.0,Installment,,
372,Buenaflor2_9,2022-03-11,5400.0,Installment,,
373,Buenaflor2_9,2022-04-29,5400.0,Installment,,
374,Buenaflor2_9,2022-08-27,43200.0,Installment,,
375,Buenaflor2_9,,1000.0,DAS Fee,,DAS
376,Buenaflor2_10,2024-09-04,3000.0,Installment,,
377,Buenaflor2_10,2024-10-15,3000.0,Installment,,
378,Buenaflor2_10,2025-02-06,3000.0,Installment,,
379,Buenaflor2_10,2025-05-15,4000.0,Installment,,
380,Buenaflor2_10,2025-08-18,6000.0,Installment,,
381,Buenaflor2_11,2020-09-17,10000.0,Installment,,
382,Buenaflor2_11,2020-10-21,20000.0,Installment,,
383,Buenaflor2_11,2021-01-04,20000.0,Installment,,
384,Buenaflor2_11,2021-02-25,10000.0,Installment,,
385,Buenaflor2_11,2021-08-16,10000.0,Installment,,
386,Buenaflor2_11,2022-02-09,30000.0,Installment,,
387,Buenaflor2_11,2022-04-13,40000.0,Installment,,
388,Buenaflor2_11,2022-07-26,10000.0,Installment,,
389,Buenaflor2_11,2022-03-18,20000.0,Installment,,
390,Buenaflor2_11,2022-10-17,10000.0,Installment,,
391,Buenaflor2_11,2022-03-26,10000.0,Installment,,
392,Buenaflor2_11,2024-04-02,89200.0,Installment,,
393,Buenaflor2_11,2024-04-03,10000.0,Installment,,
394,Buenaflor2_11,,2900.0,DAS Fee,,DAS
395,Buenaflor2_12,2020-09-14,30000.0,Installment,,
396,Buenaflor2_12,2020-10-13,10800.0,Installment,,
397,Buenaflor2_12,2020-11-11,10800.0,Installment,,
398,Buenaflor2_12,2020-12-14,10800.0,Installment,,
399,Buenaflor2_12,2021-01-09,10800.0,Installment,,
400,Buenaflor2_12,2021-02-10,10800.0,Installment,,
401,Buenaflor2_12,2021-03-13,10800.0,Installment,,
402,Buenaflor2_12,2021-04-12,20000.0,Installment,,
403,Buenaflor2_12,2021-05-12,10800.0,Installment,,
404,Buenaflor2_12,2021-06-12,10800.0,Installment,,
405,Buenaflor2_12,2021-07-12,30000.0,Installment,,
406,Buenaflor2_12,2021-08-12,11000.0,Installment,,
407,Buenaflor2_12,2021-09-11,8000.0,Installment,,
408,Buenaflor2_12,2021-10-12,10800.0,Installment,,
409,Buenaflor2_12,2021-11-13,11000.0,Installment,,
410,Buenaflor2_12,2022-01-13,11000.0,Installment,,
411,Buenaflor2_12,2022-02-11,18000.0,Installment,,
412,Buenaflor2_12,2022-03-18,20000.0,Installment,,
413,Buenaflor2_12,2022-04-11,18120.0,Installment,,
414,Buenaflor2_12,,1500.0,DAS Fee,,DAS
415,Buenaflor2_13,2020-11-20,20000.0,Installment,,
416,Buenaflor2_13,2021-02-13,20000.0,Installment,,
417,Buenaflor2_13,2021-03-31,20000.0,Installment,,
418,Buenaflor2_13,2021-04-26,20000.0,Installment,,
419,Buenaflor2_13,2021-10-02,90000.0,Installment,,
420,Buenaflor2_13,2021-11-04,49440.0,Installment,,
421,Buenaflor2_13,,1000.0,DAS Fee,,DAS
422,Buenaflor2_14,2020-09-29,15000.0,Installment,,
423,Buenaflor2_14,2020-11-03,9560.0,Installment,,
424,Buenaflor2_14,2020-01-30,9560.0,Installment,,
425,Buenaflor2_14,2021-01-05,9560.0,Installment,,
426,Buenaflor2_14,2021-02-01,9560.0,Installment,,
427,Buenaflor2_14,2021-03-04,9560.0,Installment,,
428,Buenaflor2_14,2021-04-05,9560.0,Installment,,
429,Buenaflor2_14,2021-05-12,9560.0,Installment,,
430,Buenaflor2_14,2021-05-31,9560.0,Installment,,
431,Buenaflor2_14,2021-06-23,9560.0,Installment,,
432,Buenaflor2_14,2021-07-26,9560.0,Installment,,
433,Buenaflor2_14,2021-08-31,9560.0,Installment,,
434,Buenaflor2_14,,500.0,DAS Fee,,DAS
435,Buenaflor2_16,2021-01-04,50000.0,Installment,,
436,Buenaflor2_16,2022-04-13,50000.0,Installment,,
437,Buenaflor2_16,2022-05-20,15000.0,Installment,,
438,Buenaflor2_16,2023-01-02,200000.0,Installment,,
439,Buenaflor2_16,2023-03-31,26800.0,Installment,,
440,Buenaflor2_16,,1500.0,DAS Fee,,DAS
441,Buenaflor2_17,2020-09-23,120000.0,Installment,,
442,Buenaflor2_17,2021-02-13,50000.0,Installment,,
443,Buenaflor2_17,2021-09-08,20000.0,Installment,,
444,Buenaflor2_17,2023-01-11,159200.0,Installment,,
445,Buenaflor2_17,,2500.0,DAS Fee,,DAS (200sqm)
446,Buenaflor2_17,2023-09-26,23000.0,Installment,,
447,Buenaflor2_17,2024-11-08,30000.0,Installment,,
448,Buenaflor2_17,2025-01-16,20000.0,Installment,,
449,Buenaflor2_17,2025-02-20,20000.0,Installment,,
450,Buenaflor2_17,2025-04-16,20000.0,Installment,,
451,Buenaflor2_17,2025-07-01,25000.0,Installment,,
452,Buenaflor2_17,2025-10-13,30000.0,Installment,,
453,Buenaflor2_17,2026-01-12,19600.0,Installment,,
454,Buenaflor2_17,,2250.0,DAS Fee,,DAS
455,Buenaflor2_18,2020-09-21,90000.0,Installment,,
456,Buenaflor2_18,2020-10-02,30000.0,Installment,,
457,Buenaflor2_18,,30000.0,Installment,,"dulos, mylyn"
458,Buenaflor2_18,2020-11-23,19200.0,Installment,,
459,Buenaflor2_18,2021-01-07,39600.0,Installment,,
460,Buenaflor2_18,2021-04-06,39600.0,Installment,,
461,Buenaflor2_18,2021-04-23,39600.0,Installment,,
